OrderID,ProductID,Quantity,OrderDate,CustomerPhone,ProductCategory
64,142,4,2023-10-11,+13629598841,Toys
65,158,3,2023-11-26,+15996814971,Books
66,131,4,2024-01-20,+12393531999,Books
67,101,2,2023-10-06,+16490669865,Books
68,165,2,2023-06-21,+14683793950,Electronics
69,141,5,2023-08-13,+17591768751,Home & Kitchen
70,157,4,2023-04-26,+16240014066,Home & Kitchen
71,135,4,2023-03-22,+19367792503,Home & Kitchen
72,111,5,2024-01-08,+17098480537,Home & Kitchen
73,146,2,2023-01-14,+19924337449,Grocery
74,182,4,2023-08-01,+17119314667,Electronics
75,191,5,2023-08-07,+16292074785,Electronics
76,100,5,2024-01-06,+14431025698,Electronics
77,114,4,2024-01-28,+13174829570,Home & Kitchen
78,199,2,2023-11-08,+16262401195,Books
79,153,3,2023-02-25,+13576962132,Grocery
80,112,2,2023-06-30,+15044727635,Home & Kitchen
81,142,4,2023-08-13,+14269799880,Clothing
82,184,4,2023-05-03,+10381022325,Clothing
83,175,4,2024-02-10,+18778645573,Clothing
84,168,2,2024-02-12,+12395843592,Grocery
85,106,3,2023-09-29,+13187520806,Electronics
86,168,3,2023-04-11,+10613040343,Toys
87,147,5,2023-02-15,+11051446010,Grocery
88,103,5,2023-01-13,+17012252717,Electronics
89,176,1,2023-08-14,+18943428553,Grocery
90,152,1,2023-10-28,+15556512941,Books
91,178,1,2023-03-22,+19185450742,Electronics
92,115,1,2023-07-31,+17395935441,Home & Kitchen
93,120,3,2023-03-31,+16852967645,Toys
94,199,4,2023-05-07,+16520072929,Books
95,158,3,2023-06-17,+10295584436,Home & Kitchen
96,123,3,2023-11-28,+19305843342,Electronics
97,179,5,2024-01-14,+17513600997,Clothing
98,113,3,2023-01-20,+12693113390,Electronics
99,185,1,2023-04-27,+15011915697,Clothing
100,148,5,2023-04-02,+10629213169,Grocery
101,149,1,2023-04-25,+11156872358,Toys
102,169,5,2024-01-29,+11223533264,Books
103,141,5,2023-12-16,+14578197500,Clothing
104,135,2,2023-06-04,+14818053792,Home & Kitchen
105,164,5,2023-06-16,+16507632475,Toys
106,195,2,2023-05-28,+14726103066,Toys
107,169,4,2023-01-23,+10682933795,Grocery
108,194,1,2023-06-19,+12515604441,Clothing
109,100,3,2023-11-27,+10996154324,Clothing
110,150,4,2024-01-26,+19334680999,Clothing
111,136,3,2023-11-26,+19420506805,Grocery
112,134,1,2023-08-13,+13281813736,Home & Kitchen
113,148,3,2023-10-18,+17961962612,Books
114,193,5,2023-07-08,+10299532693,Clothing
115,103,4,2023-03-24,+16816688728,Home & Kitchen
116,198,2,2023-06-03,+16459022625,Electronics
117,142,3,2024-02-08,+11866715607,Electronics
118,177,4,2023-01-26,+10063571054,Grocery
119,121,2,2023-07-14,+14910254430,Electronics
120,173,1,2024-01-27,+13299710909,Grocery
121,100,1,2023-10-26,+17740495388,Clothing
122,110,4,2023-11-12,+13198382689,Toys
123,143,2,2023-10-31,+12203097025,Books
124,158,4,2024-02-19,+16279258377,Grocery
125,123,4,2023-09-30,+10854581573,Home & Kitchen
126,159,2,2023-06-17,+15007017816,Home & Kitchen
127,102,5,2023-01-19,+10364593198,Clothing
128,198,3,2023-12-12,+15683530378,Grocery
129,162,3,2023-10-17,+11765628695,Books
130,135,3,2023-02-19,+16387957303,Electronics
131,194,4,2023-01-01,+11240474316,Books
132,167,3,2023-12-31,+16448893000,Toys
133,182,4,2024-01-11,+10999700456,Electronics
134,146,4,2023-02-06,+11515242992,Grocery
135,199,2,2023-02-02,+11805939267,Grocery
136,120,1,2024-01-17,+18958105264,Electronics
137,181,2,2023-06-28,+11152113156,Grocery
138,150,5,2023-12-09,+16273301798,Electronics
139,127,3,2023-08-22,+18295106220,Clothing
140,114,2,2023-03-07,+19028960417,Grocery
141,141,2,2023-01-05,+17941976163,Grocery
142,158,2,2023-08-01,+13532721957,Clothing
143,165,5,2023-01-09,+18324333282,Home & Kitchen
144,136,5,2023-12-01,+13925650887,Grocery
145,110,3,2023-09-27,+14239590137,Books
146,186,1,2023-12-10,+10450618927,Clothing
147,143,3,2023-06-24,+12657618972,Home & Kitchen
148,111,1,2023-03-05,+17237697542,Home & Kitchen
149,102,1,2024-02-08,+19069169603,Books
150,151,5,2023-04-27,+19358503204,Toys
151,180,5,2023-05-14,+15108049741,Toys
152,132,2,2023-11-13,+10334978196,Books
153,154,3,2023-07-29,+14996025034,Clothing
154,100,1,2023-05-13,+19898932715,Books
155,138,1,2023-02-12,+13634683074,Toys
156,119,1,2023-02-27,+13831443725,Grocery
157,146,2,2023-03-09,+14738124312,Electronics
158,142,5,2023-07-13,+18665724454,Toys
159,156,5,2023-02-17,+14354424624,Books
160,160,2,2023-05-28,+18583263707,Grocery
161,177,3,2023-09-11,+15647834898,Home & Kitchen
162,130,3,2023-08-19,+18634338266,Grocery
163,124,2,2023-05-23,+10624909231,Electronics
164,102,5,2023-04-13,+15146677406,Clothing
165,103,3,2023-04-19,+15774703617,Home & Kitchen
166,194,1,2023-01-14,+16828684628,Clothing
167,198,1,2023-05-10,+19983752338,Clothing
168,113,5,2023-04-27,+16270979793,Electronics
169,140,2,2023-05-07,+13126099118,Books
170,172,2,2023-01-13,+12267865241,Books
171,119,3,2023-09-02,+18339911559,Books
172,195,5,2023-03-19,+19615114292,Grocery
173,172,5,2023-07-09,+17427766825,Home & Kitchen
174,126,3,2023-08-10,+12032788509,Electronics
175,166,5,2023-08-13,+18640985287,Electronics
176,152,5,2024-01-05,+16308334801,Home & Kitchen
177,167,3,2023-05-21,+11869424695,Toys
178,161,5,2023-12-27,+12037805466,Grocery
179,114,3,2023-12-02,+10155403338,Electronics
180,196,4,2023-04-16,+12886671166,Toys
181,104,2,2023-08-04,+13348010434,Books
182,167,2,2023-05-06,+13820818282,Books
183,111,5,2023-03-13,+13885779069,Books
184,186,1,2023-03-28,+19670028594,Electronics
185,177,1,2024-01-18,+16992483431,Books
186,175,2,2023-12-25,+14503443295,Toys
187,156,1,2023-08-04,+14944571906,Home & Kitchen
188,116,3,2023-10-23,+17974049583,Books
189,124,3,2023-12-09,+18580696588,Grocery
190,129,4,2023-01-29,+11799483856,Books
191,121,1,2023-08-09,+11312317102,Grocery
192,125,2,2023-12-07,+10198345598,Books
193,180,4,2024-01-24,+14381253232,Clothing
194,160,5,2024-01-06,+12492180059,Toys
195,161,3,2023-12-27,+10853720366,Clothing
196,183,2,2024-01-16,+10267836034,Electronics
197,133,2,2024-01-30,+16504609318,Grocery
198,132,1,2023-02-18,+15227336486,Electronics
199,170,2,2023-09-29,+12717997688,Electronics
200,185,5,2023-05-31,+11506959855,Home & Kitchen
201,131,1,2023-05-28,+13783951995,Home & Kitchen
202,113,1,2024-01-13,+10946493317,Books
203,171,4,2023-02-05,+10124913787,Electronics
204,156,1,2024-01-22,+15922261703,Toys
205,124,4,2023-10-09,+11746286262,Grocery
206,179,5,2023-02-08,+16942782664,Electronics
207,141,2,2024-02-06,+10022466248,Books
208,118,5,2023-12-11,+19725899448,Electronics
209,140,1,2023-11-16,+14661943194,Toys
210,154,2,2023-12-06,+16225227768,Books
211,179,2,2023-04-15,+12586499830,Books
212,111,3,2023-03-30,+15903180350,Electronics
213,138,5,2023-12-06,+17457259107,Toys
214,193,4,2023-04-22,+13613422582,Clothing
215,101,5,2023-09-12,+18717337316,Toys
216,195,5,2024-02-15,+15253061070,Books
217,144,2,2023-05-18,+18339016602,Books
218,188,5,2023-06-18,+13916054198,Books
219,124,5,2023-12-12,+19752006635,Books
220,167,5,2023-10-13,+12082591407,Home & Kitchen
221,182,3,2023-01-01,+15007224450,Grocery
222,103,2,2023-06-04,+11254909151,Home & Kitchen
223,176,4,2023-11-08,+16824209155,Clothing
224,135,1,2023-08-25,+10408411189,Electronics
225,186,2,2023-08-13,+17281011784,Books
226,161,3,2023-09-22,+11500988353,Electronics
227,169,4,2023-12-06,+17104171307,Books
228,187,1,2023-04-27,+15701196107,Books
229,143,2,2023-06-14,+11787589683,Toys
230,132,1,2023-07-18,+14614677554,Electronics
231,111,3,2023-12-24,+17314035084,Clothing
232,184,5,2023-09-03,+11892239280,Electronics
233,110,1,2023-05-09,+15910822158,Clothing
234,154,2,2023-01-21,+13476945667,Clothing
235,137,3,2024-02-04,+16328762065,Electronics
236,128,3,2023-06-26,+17332521280,Grocery
237,102,3,2023-03-04,+16518529696,Toys
238,127,5,2023-12-01,+19731916321,Home & Kitchen
239,183,5,2023-10-01,+13582919017,Grocery
240,189,2,2023-01-31,+16519666484,Toys
241,123,3,2023-07-08,+18670798303,Home & Kitchen
242,153,4,2023-02-16,+12609696658,Clothing
243,151,3,2023-08-19,+16415434891,Grocery
244,146,2,2023-09-27,+16052554944,Grocery
245,120,3,2023-12-02,+15948369510,Toys
246,153,3,2023-11-19,+18022098702,Books
247,129,4,2023-07-03,+15692310235,Toys
248,167,2,2023-09-14,+19570778257,Toys
249,135,3,2023-06-20,+16231800603,Toys
250,139,5,2023-01-20,+17813030803,Toys
251,109,1,2023-11-20,+14949833790,Books
252,173,4,2023-10-24,+15846704833,Books
253,141,4,2024-01-11,+16869695989,Books
254,123,2,2023-11-22,+19538626082,Electronics
255,103,5,2023-11-07,+19005276053,Grocery
256,146,5,2023-10-03,+16962004732,Clothing
257,190,5,2023-06-09,+14769222580,Grocery
258,150,2,2023-10-21,+14635345627,Toys
259,103,2,2023-12-05,+16417270309,Clothing
260,131,2,2023-08-12,+17548958045,Clothing
261,109,3,2023-03-30,+13542713398,Clothing
262,110,3,2023-08-13,+19754881857,Electronics
263,127,4,2023-04-09,+12648495917,Toys
264,145,4,2023-08-18,+14393972054,Grocery
265,171,1,2023-01-26,+17985272021,Home & Kitchen
266,139,1,2023-09-20,+12234689447,Toys
267,161,4,2023-02-21,+16114487381,Electronics
268,185,1,2023-07-28,+14100650061,Home & Kitchen
269,197,3,2023-04-12,+12747969302,Books
270,144,4,2023-05-16,+18698997842,Grocery
271,134,2,2023-05-26,+19668105178,Toys
272,134,5,2023-08-24,+16487908577,Clothing
273,188,2,2024-02-18,+19406944975,Books
274,133,1,2023-09-06,+15538900476,Grocery
275,105,2,2023-08-11,+14337434706,Books
276,136,4,2024-02-19,+19641915168,Electronics
277,100,4,2023-05-23,+19926576578,Toys
278,175,1,2023-09-08,+17920216066,Grocery
279,134,4,2023-10-01,+13351889114,Books
280,169,2,2023-01-19,+13219000663,Electronics
281,153,5,2024-02-12,+11459803945,Toys
282,180,1,2023-07-09,+13858640178,Electronics
283,162,5,2023-04-19,+10999206532,Books
284,108,3,2024-01-19,+11649421805,Toys
285,161,5,2023-09-30,+16914780447,Books
286,101,4,2023-11-22,+11226282942,Electronics
287,181,2,2023-04-16,+14373506415,Books
288,135,5,2023-03-03,+19938347171,Electronics
289,191,5,2023-07-07,+11552754214,Clothing
290,140,2,2024-02-19,+14655769134,Home & Kitchen
291,136,1,2024-02-18,+14725113968,Electronics
292,148,2,2023-06-15,+18314358173,Electronics
293,125,3,2023-07-12,+17325820265,Home & Kitchen
294,167,5,2023-10-27,+19441493337,Clothing
295,135,2,2023-10-16,+12022979514,Grocery
296,130,5,2023-05-15,+10387090121,Books
297,129,1,2023-10-12,+14706587326,Clothing
298,133,5,2023-03-17,+19661182967,Clothing
299,118,5,2023-06-16,+18454083669,Toys
300,117,2,2023-05-25,+15517032046,Clothing
301,193,1,2023-01-11,+19405886364,Books
302,184,3,2023-09-10,+15012884613,Books
303,102,2,2023-04-11,+13811352493,Electronics
304,169,2,2024-01-04,+19327629546,Toys
305,112,1,2023-07-23,+16194530684,Toys
306,144,4,2023-10-02,+14929732498,Books
307,166,5,2023-08-10,+17122405012,Clothing
308,191,2,2023-03-14,+19610272530,Clothing
309,185,1,2023-07-23,+11445296482,Toys
310,139,2,2023-11-24,+12046405391,Grocery
311,139,1,2023-05-14,+18591206072,Home & Kitchen
312,175,1,2024-02-21,+17921398290,Books
313,122,3,2023-02-07,+14333020364,Books
314,130,1,2023-02-09,+19517446168,Home & Kitchen
315,117,1,2023-12-24,+17550748225,Home & Kitchen
316,170,4,2023-02-27,+15254580649,Electronics
317,171,5,2023-01-20,+18356220370,Grocery
318,118,3,2023-09-05,+13910641863,Toys
319,192,5,2023-04-14,+17791129120,Clothing
320,143,2,2024-02-07,+17221717522,Books
321,183,3,2023-01-02,+19484104561,Toys
322,149,3,2023-11-15,+11011849664,Electronics
323,141,1,2023-06-13,+12645039149,Toys
324,193,4,2024-01-31,+12192372332,Books
325,146,1,2024-01-24,+18933460839,Clothing
326,121,4,2023-11-19,+16298002287,Home & Kitchen
327,173,3,2023-06-30,+13495634522,Toys
328,189,3,2023-05-08,+12051824528,Clothing
329,196,4,2023-12-22,+11363088471,Grocery
330,191,1,2023-04-26,+11715842082,Books
331,173,1,2023-09-22,+10049860623,Grocery
332,128,3,2023-11-06,+13760166873,Home & Kitchen
333,181,1,2023-01-23,+16801313219,Electronics
334,158,3,2023-10-23,+10515603326,Toys
335,100,3,2023-03-10,+14190942786,Electronics
336,186,2,2023-09-27,+13344513687,Electronics
337,163,4,2023-02-02,+14657309839,Grocery
338,116,4,2024-02-20,+17505907940,Grocery
339,136,2,2023-11-01,+17182278122,Grocery
340,194,2,2023-09-04,+17263754657,Clothing
341,124,5,2023-12-03,+13768771009,Home & Kitchen
342,163,3,2023-09-18,+15903194603,Clothing
343,167,5,2023-02-26,+18291188625,Clothing
344,151,3,2023-04-09,+12732382711,Grocery
345,108,4,2023-07-29,+18034330210,Clothing
346,156,5,2023-01-29,+18866464656,Home & Kitchen
347,191,3,2024-02-18,+10345625794,Clothing
348,193,4,2023-10-20,+14988389531,Clothing
349,187,4,2023-10-23,+18549079614,Home & Kitchen
350,132,2,2023-12-20,+18757533847,Home & Kitchen
351,119,2,2024-01-11,+10057723083,Clothing
352,172,5,2023-07-18,+19763303871,Electronics
353,171,1,2023-04-27,+11099750907,Grocery
354,187,1,2023-12-02,+16301104386,Clothing
355,113,4,2023-03-10,+16995618815,Clothing
356,158,3,2023-08-24,+15233246781,Home & Kitchen
357,181,5,2023-12-10,+13556479563,Home & Kitchen
358,155,5,2023-08-04,+10396201065,Electronics
359,164,5,2023-09-15,+19962301176,Electronics
360,175,3,2023-05-05,+19358334895,Electronics
361,192,4,2024-01-17,+14982690770,Clothing
362,136,3,2024-01-18,+12874799438,Clothing
363,125,5,2023-05-12,+10523207306,Grocery
364,132,3,2023-06-22,+17536113501,Home & Kitchen
365,142,4,2023-02-11,+11204730361,Home & Kitchen
366,114,1,2023-01-06,+12534887086,Toys
367,186,5,2023-12-31,+13557466755,Clothing
368,128,1,2023-07-28,+19344665488,Grocery
369,120,2,2023-09-01,+10098196170,Grocery
370,182,1,2024-02-17,+10482659358,Toys
371,168,2,2023-05-07,+11120641408,Electronics
372,122,3,2024-02-01,+10219287553,Clothing
373,199,2,2023-04-14,+19802354445,Electronics
374,183,1,2024-01-03,+14062247490,Home & Kitchen
375,107,4,2023-08-07,+14622233750,Books
376,172,4,2023-01-14,+17985993173,Toys
377,161,1,2023-02-19,+18480526312,Electronics
378,113,1,2023-12-18,+18262886716,Electronics
379,105,2,2024-01-18,+17819317915,Electronics
380,100,1,2024-02-08,+13808760573,Electronics
381,108,1,2023-12-21,+12493442702,Toys
382,179,1,2023-04-23,+19724141504,Toys
383,179,1,2023-11-16,+12751136184,Books
384,153,5,2023-11-14,+10285062902,Toys
385,111,5,2023-06-20,+16360380745,Toys
386,104,4,2023-08-02,+18628818004,Grocery
387,139,2,2023-04-20,+10342149296,Grocery
388,192,4,2023-06-18,+12276050955,Grocery
389,145,4,2023-07-11,+13600909665,Books
390,126,2,2023-03-10,+16588300949,Books
391,174,2,2023-04-16,+13896977719,Grocery
392,152,4,2023-03-14,+10355577050,Toys
393,149,1,2024-02-08,+11655539458,Home & Kitchen
394,191,1,2024-02-19,+17389801363,Electronics
395,151,3,2024-01-31,+10562661418,Books
396,199,3,2023-06-02,+19245905485,Grocery
397,118,3,2023-09-24,+14355519822,Books
398,134,4,2023-03-13,+14624944379,Electronics
399,151,2,2023-05-01,+19722477667,Books
400,130,5,2023-09-24,+15113589397,Electronics
401,153,2,2024-01-24,+14771226984,Home & Kitchen
402,158,5,2023-08-11,+10345653078,Books
403,143,2,2023-03-08,+12244181747,Electronics
404,155,2,2023-11-14,+14242303905,Home & Kitchen
405,118,5,2023-09-27,+12460957601,Grocery
406,145,1,2023-03-20,+12614112142,Electronics
407,187,3,2023-01-28,+15753829138,Electronics
408,165,4,2023-04-04,+16061733188,Toys
409,170,4,2023-07-24,+17124854223,Home & Kitchen
410,153,1,2023-07-25,+17780963856,Home & Kitchen
411,148,1,2024-01-31,+10441951551,Home & Kitchen
412,194,4,2023-01-29,+18788584412,Electronics
413,159,5,2023-04-24,+17255208966,Electronics
414,180,4,2024-01-31,+17774283124,Grocery
415,126,2,2023-11-26,+13670665438,Grocery
416,135,5,2023-04-19,+13886746216,Home & Kitchen
417,158,1,2023-02-24,+16594212402,Electronics
418,149,4,2023-06-25,+16421373791,Toys
419,173,1,2023-02-25,+13433482448,Books
420,144,5,2024-01-21,+14447721130,Electronics
421,113,2,2023-07-27,+12413747549,Home & Kitchen
422,170,2,2023-03-27,+18143427289,Grocery
423,138,1,2023-02-28,+10311043657,Home & Kitchen
424,139,5,2023-12-20,+16976508311,Clothing
425,108,2,2023-11-11,+19355576180,Toys
426,113,2,2023-08-26,+16785266170,Electronics
427,107,2,2023-03-04,+10358762567,Toys
428,180,5,2023-11-27,+19341370446,Clothing
429,122,2,2023-04-06,+14758497185,Toys
430,179,5,2023-01-10,+11460078900,Toys
431,189,1,2023-06-02,+18612372386,Electronics
432,108,5,2024-02-03,+18868681959,Clothing
433,199,1,2023-06-25,+10463961751,Grocery
434,106,1,2023-11-02,+10645755455,Books
435,181,2,2023-03-28,+18813956245,Toys
436,171,1,2023-04-19,+14945235909,Clothing
437,184,1,2023-05-10,+12776424415,Grocery
438,189,3,2023-07-07,+18120113704,Toys
439,166,3,2023-07-19,+18010705108,Electronics
440,160,3,2023-08-07,+14277872227,Home & Kitchen
441,116,4,2023-12-02,+10975058457,Grocery
442,156,5,2023-01-17,+11873496842,Books
443,123,5,2024-01-29,+10249932847,Toys
444,124,3,2023-12-21,+16434633798,Electronics
445,104,2,2023-10-27,+17960799461,Electronics
446,149,3,2023-01-03,+18110698384,Electronics
447,187,5,2023-04-22,+18553397249,Home & Kitchen
448,130,3,2023-05-29,+12640966745,Electronics
449,154,2,2023-09-04,+17641580670,Clothing
450,125,5,2023-07-12,+15091977255,Clothing
451,120,1,2023-03-01,+13926494184,Electronics
452,197,2,2023-05-01,+10560386851,Grocery
453,157,4,2023-04-17,+12926015829,Toys
454,123,3,2024-01-13,+11224697910,Home & Kitchen
455,127,5,2023-03-07,+15700279394,Clothing
456,129,2,2023-05-16,+13118568021,Home & Kitchen
457,133,4,2024-02-14,+18459631527,Grocery
458,153,5,2023-12-06,+14104372590,Toys
459,151,5,2023-02-16,+17704386872,Grocery
460,186,3,2023-09-08,+15006697256,Grocery
461,107,2,2024-01-09,+18473270441,Toys
462,109,1,2023-09-30,+15145046984,Books
463,154,5,2023-08-15,+11922472648,Clothing
464,100,2,2023-01-19,+12951898196,Electronics
465,183,4,2023-10-25,+16047827344,Electronics
466,136,1,2023-12-07,+16748703353,Toys
467,181,5,2024-02-11,+10535868746,Home & Kitchen
468,120,3,2024-02-19,+18171177041,Books
469,103,3,2024-02-05,+14799154619,Clothing
470,142,1,2023-12-24,+13177009035,Grocery
471,165,5,2023-06-12,+17973955854,Electronics
472,120,5,2023-06-06,+13955966570,Clothing
473,136,4,2023-02-07,+17647518831,Toys
474,168,4,2023-12-28,+19668755346,Books
475,180,3,2023-02-06,+18130656545,Grocery
476,147,3,2023-10-15,+19868725802,Toys
477,110,5,2024-01-25,+15756188035,Grocery
478,194,2,2023-07-12,+19628369854,Clothing
479,191,4,2024-02-11,+11800566454,Grocery
480,143,1,2023-11-23,+17795086914,Toys
481,163,1,2023-07-31,+13809034959,Grocery
482,131,1,2023-05-01,+11501665944,Electronics
483,120,3,2023-04-25,+11007017952,Toys
484,170,2,2023-01-05,+10555608960,Home & Kitchen
485,109,1,2023-03-08,+17592207370,Clothing
486,160,3,2023-08-17,+14760605445,Home & Kitchen
487,191,4,2023-07-01,+17443747379,Grocery
488,135,4,2024-01-09,+19054203983,Electronics
489,183,2,2024-01-13,+15242462975,Toys
490,176,3,2024-02-05,+15627841963,Electronics
491,118,5,2024-02-03,+13815963795,Grocery
492,174,4,2023-11-13,+17348248328,Clothing
493,198,3,2023-11-21,+11150877477,Books
494,197,2,2023-12-07,+17466938101,Books
495,143,4,2023-01-03,+16246927369,Electronics
496,103,3,2023-08-15,+16396419980,Electronics
497,112,5,2023-04-12,+17998954208,Clothing
498,158,5,2023-09-06,+19010098035,Toys
499,101,2,2023-10-14,+10819445862,Toys
500,100,4,2023-06-07,+15539503267,Books
501,139,2,2023-09-08,+12630862120,Books
502,124,5,2023-08-07,+18418857783,Electronics
503,158,2,2023-12-20,+16637267302,Grocery
504,136,4,2023-07-13,+16975042863,Books
505,199,4,2024-01-21,+14485309058,Toys
506,169,3,2023-03-14,+11979053543,Home & Kitchen
507,106,3,2023-08-22,+12202706070,Grocery
508,103,1,2023-07-08,+11314564567,Books
509,198,3,2023-03-17,+18837057480,Electronics
510,140,1,2023-07-06,+11907966126,Books
511,160,3,2023-08-28,+18509291713,Clothing
512,133,4,2023-09-17,+15008707323,Home & Kitchen
513,128,4,2023-05-16,+19807379431,Home & Kitchen
514,168,2,2023-10-25,+17951065481,Home & Kitchen
515,126,4,2023-01-30,+17098147377,Books
516,196,4,2023-06-21,+11362557812,Grocery
517,151,1,2023-05-26,+12976937777,Grocery
518,173,2,2023-05-30,+17358153772,Toys
519,153,4,2023-11-13,+13607563305,Electronics
520,169,4,2023-01-11,+16502032960,Home & Kitchen
521,133,5,2023-02-26,+15897648772,Home & Kitchen
522,107,4,2023-09-20,+10804516215,Clothing
523,194,5,2023-08-28,+16366262744,Clothing
524,172,3,2023-07-17,+13376206174,Toys
525,184,3,2023-06-23,+10455853051,Clothing
526,107,4,2023-12-14,+11826147673,Home & Kitchen
527,167,2,2023-01-15,+11264463664,Home & Kitchen
528,185,4,2023-04-10,+19441918856,Grocery
529,191,3,2023-06-06,+15879126384,Toys
530,167,5,2023-10-12,+12651642272,Clothing
531,184,5,2023-10-16,+18481289184,Clothing
532,171,3,2023-08-20,+13031155970,Home & Kitchen
533,183,4,2024-01-06,+15892657598,Clothing
534,195,3,2023-06-16,+18710801126,Toys
535,100,3,2023-04-20,+18962734550,Home & Kitchen
536,105,5,2023-05-23,+18429009433,Grocery
537,191,5,2023-03-05,+11362686745,Clothing
538,130,3,2023-12-26,+17842046308,Grocery
539,173,5,2023-06-13,+12564828414,Grocery
540,183,4,2023-09-27,+11001023035,Grocery
541,107,4,2023-10-07,+17745224424,Clothing
542,121,1,2023-09-08,+13222925051,Home & Kitchen
543,192,3,2023-09-04,+13685145640,Books
544,108,2,2023-02-03,+19226413638,Books
545,143,4,2023-05-11,+10755815725,Electronics
546,146,5,2023-08-06,+16341426788,Grocery
547,100,3,2023-10-01,+19197853192,Electronics
548,151,2,2024-01-20,+14933314029,Electronics
549,138,2,2023-05-07,+12534278203,Electronics
550,189,2,2023-08-08,+13173801808,Toys
551,174,2,2023-04-21,+18190508864,Clothing
552,198,4,2023-09-25,+14703154137,Home & Kitchen
553,187,1,2023-12-02,+17758376738,Grocery
554,196,5,2023-01-12,+10637808905,Books
555,183,4,2023-12-22,+12990690620,Clothing
556,126,1,2023-11-02,+18026440332,Toys
557,178,4,2023-04-24,+14937208470,Clothing
558,132,5,2023-07-24,+10015781476,Toys
559,170,4,2023-10-29,+14904109856,Home & Kitchen
560,197,5,2023-06-08,+12300572736,Books
561,144,3,2023-09-15,+16425083497,Home & Kitchen
562,159,4,2023-06-09,+14999855873,Toys
563,157,3,2024-01-04,+13096896393,Electronics
564,150,4,2023-09-23,+13197953617,Toys
565,145,3,2023-05-25,+17685442355,Grocery
566,104,3,2023-09-15,+19413007292,Toys
567,157,3,2023-01-14,+12766035712,Home & Kitchen
568,193,2,2023-01-25,+14087903566,Home & Kitchen
569,191,1,2023-06-19,+19141988510,Clothing
570,117,1,2023-12-31,+14389846636,Toys
571,135,3,2023-09-07,+16995164173,Books
572,166,2,2023-06-02,+16638906907,Books
573,120,2,2023-07-07,+14754191604,Toys
574,145,5,2023-02-12,+13040720075,Grocery
575,157,2,2023-11-15,+16138304056,Electronics
576,179,3,2023-05-18,+13086302357,Grocery
577,136,5,2023-10-08,+13905288563,Clothing
